count,mean,std,min,25%,50%,75%,max,median,dtype
736386.0,53.184741426371495,47.37052338455183,2.0,27.0,38.0,65.0,6097.0,38.0,int64
736386.0,0.010159094177462684,0.030154388378408115,0.0,0.0,0.0,0.0,0.4285714285714285,0.0,float64
736386.0,0.1282656106987368,0.3343855494066168,0.0,0.0,0.0,0.0,1.0,0.0,int64
736386.0,0.01109608276094331,0.1047519670909502,0.0,0.0,0.0,0.0,1.0,0.0,int64
736386.0,0.015596908781895923,0.07573504172895977,0.0,0.0,0.0,0.0,0.955534531693472,0.0,float64
736386.0,0.05316726685262959,0.09178998313746864,0.0,0.0,0.0,0.0779220779220779,0.7894736842105263,0.0,float64
736386.0,2.246275730391398,1.4044840214134207,0.0,2.0,2.0,3.0,99.0,2.0,int64
736386.0,0.06109887230568106,0.02862269112141808,0.0,0.04,0.0625,0.08,0.3333333333333333,0.0625,float64
736386.0,1.6617670623830436,8.006186144303394,0.0,0.0,0.0,0.0,649.0,0.0,int64
736386.0,0.24230360364904893,0.07513577249359703,0.0,0.1935483870967742,0.2467532467532467,0.2926829268292683,0.75,0.2467532467532467,float64
736386.0,0.5403005386708362,0.08669790234154368,0.0,0.4933333333333333,0.55,0.6,1.0,0.55,float64
736386.0,0.00463751347798573,0.06794124826051383,0.0,0.0,0.0,0.0,1.0,0.0,int64
736386.0,0.656532036187543,0.4748663263167555,0.0,0.0,1.0,1.0,1.0,1.0,int64
736386.0,0.333252842250284,0.31535848818035334,0.0,0.0,0.2777777777777778,0.6388888888888888,0.9939167056621432,0.2777777777777778,float64
736386.0,0.49610258750166353,0.4999851494309742,0.0,0.0,0.0,1.0,1.0,0.0,int64
736386.0,0.0015114355786231678,0.038847820923700385,0.0,0.0,0.0,0.0,1.0,0.0,int64
736386.0,0.02563465356484235,0.15804288032225655,0.0,0.0,0.0,0.0,1.0,0.0,int64
736386.0,0.008797016781959462,0.09337901862209574,0.0,0.0,0.0,0.0,1.0,0.0,int64
736386.0,0.008676156255007565,0.09274099550638636,0.0,0.0,0.0,0.0,1.0,0.0,int64
736386.0,0.006715228154799249,0.0816709429575288,0.0,0.0,0.0,0.0,1.0,0.0,int64
736386.0,0.8009956734647318,1.0420539445252364,-1.0,0.0,1.0,1.0,33.0,1.0,int64
736386.0,0.49623691305450573,0.2676239318902358,0.0,0.2553191489361702,0.4838709677419355,0.7142857142857143,1.0,0.4838709677419355,float64
736386.0,0.0008568875562544643,0.02926011726931372,0.0,0.0,0.0,0.0,1.0,0.0,int64
736386.0,0.29300240574125685,0.0895137493698508,0.0,0.25,0.3,0.3529411764705882,0.75,0.3,float64
736386.0,0.5701836380909387,0.10776207441292955,0.0,0.5319148936170213,0.5833333333333334,0.631578947368421,1.0,0.5833333333333334,float64
736386.0,0.028893631138699756,0.11324367500967819,0.0,0.0,0.0,0.0,1.0,0.0,float64
736386.0,0.10737548831666714,0.04137127240361517,0.0,0.0769230769230769,0.1,0.1333333333333333,0.4516129032258064,0.1,float64
736386.0,0.0029405501593505116,0.036816968392420484,0.0,0.0,0.0,0.0,0.9142857142857144,0.0,float64
736386.0,0.026852764718503612,0.1616531138949451,0.0,0.0,0.0,0.0,1.0,0.0,int64
736386.0,19.16706591380064,11.449893807041526,0.0,14.0,17.0,22.0,248.0,17.0,int64
736386.0,3.390929316139057,0.38924660293127944,0.0,3.1556390622295662,3.418295834054489,3.640223928941852,5.043789932931634,3.418295834054489,float64
736386.0,0.10302865297045243,0.036748516691179976,0.0,0.07920257699870963,0.0974847193710348,0.1198046192215086,0.9998515988255842,0.0974847193710348,float64
736386.0,0.12842313677880893,0.3345605875157085,0.0,0.0,0.0,0.0,1.0,0.0,int64
736386.0,0.7035046836849153,0.4567123021934166,0.0,0.0,1.0,1.0,1.0,1.0,int64
736386.0,0.6426466554225637,0.4792204540299821,0.0,0.0,1.0,1.0,1.0,1.0,int64
